Topic,Probability
0,0.983381480140893
1,1.0
0,0.8906081368499739
17,1.0
-1,0.0
15,1.0
2,1.0
1,1.0
1,0.9316484384002919
1,0.8083211903915227
1,1.0
0,1.0
0,0.816008969621038
0,0.8258377190396655
6,0.8043556691156736
0,1.0
0,1.0
0,0.6844685162639534
1,0.9218563814568574
1,1.0
4,1.0
0,1.0
1,1.0
0,1.0
-1,0.0
5,0.9740995801032715
6,1.0
-1,0.0
18,1.0
1,1.0
5,1.0
1,1.0
4,1.0
0,0.9781684384696867
-1,0.0
-1,0.0
1,0.9439607932682317
-1,0.0
3,0.5106621541547963
2,0.7206713805141215
3,0.3303551772184716
7,0.8201142806003165
0,0.854913249144881
0,0.9631223323725945
0,1.0
1,1.0
1,1.0
-1,0.0
0,1.0
1,0.9811265529917379
3,1.0
0,1.0
0,1.0
4,0.8468840239859582
-1,0.0
1,0.9999306305358657
1,1.0
-1,0.0
0,1.0
0,0.9806338026043253
-1,0.0
5,0.6157553129334418
1,1.0
2,0.5372262499237285
3,0.6428437183445375
1,1.0
12,1.0
0,1.0
1,0.8554243388088644
-1,0.0
0,0.8820936162227307
3,0.6101087862028514
1,1.0
0,1.0
1,1.0
1,1.0
0,0.9303852789116805
2,0.7508372823840697
0,1.0
1,1.0
1,1.0
0,1.0
12,1.0
0,0.9001960492879444
1,1.0
3,0.5663718942288676
15,1.0
1,0.8023712489703816
0,1.0
0,0.8485977685620224
1,1.0
17,1.0
-1,0.0
0,1.0
1,1.0
-1,0.0
1,1.0
1,1.0
1,1.0
1,1.0
-1,0.0
1,1.0
1,1.0
0,1.0
1,0.867442950901698
0,0.9953257817037166
1,1.0
1,1.0
4,0.9622374650920716
0,0.8797464901098644
-1,0.0
1,0.8261500752357969
3,0.7387090237049577
1,1.0
0,1.0
0,0.8762556830574327
1,0.7491743440354122
0,1.0
6,0.9037870140096902
0,0.9006254052932026
5,1.0
13,1.0
-1,0.0
0,1.0
0,1.0
1,1.0
2,1.0
6,1.0
6,1.0
0,1.0
0,1.0
0,0.9575603018585829
5,0.8545683754049637
4,1.0
-1,0.0
4,0.7146243219230344
3,0.8118388045371111
1,1.0
0,1.0
-1,0.0
5,0.5951018649239206
-1,0.0
1,1.0
0,0.8883145722471173
17,1.0
2,0.5568025282511676
1,0.8023712489703816
1,0.9349670234102216
7,0.7765025191180374
4,1.0
1,0.9363266607777361
1,1.0
7,0.6524866736356539
1,1.0
6,1.0
11,0.6060935093720579
0,1.0
1,1.0
0,1.0
0,1.0
0,1.0
0,0.762734682230142
0,0.9263494118915085
1,0.9855350618837179
1,1.0
1,1.0
13,1.0
-1,0.0
0,0.9989882544432932
-1,0.0
1,0.7444164676037174
-1,0.0
0,0.846734778863825
0,0.6930040226185997
0,1.0
1,1.0
0,1.0
0,1.0
-1,0.0
-1,0.0
0,1.0
0,1.0
6,1.0
5,0.8603036225672649
3,1.0
-1,0.0
-1,0.0
1,1.0
0,1.0
1,1.0
0,1.0
7,0.680311917390356
-1,0.0
1,0.5780033711464045
-1,0.0
1,1.0
6,0.9870639086391204
1,1.0
1,1.0
0,1.0
0,0.8636610843007453
5,1.0
10,0.7672348929268015
0,1.0
3,0.6484044872576962
3,0.40710281653023345
1,1.0
0,1.0
0,0.7902755353485853
5,0.8408027082216369
0,0.9203391513392062
1,1.0
1,1.0
2,0.8046125531442962
0,1.0
0,0.846199173473235
0,0.6594314561238438
0,0.9137262195334543
0,0.8998477958157555
1,1.0
2,1.0
-1,0.0
4,1.0
1,1.0
7,1.0
0,1.0
3,0.6207359483205549
-1,0.0
1,1.0
0,1.0
-1,0.0
1,1.0
0,1.0
1,1.0
0,0.9293372384682896
0,1.0
2,0.8176907591244778
1,1.0
3,0.7429679476167984
5,0.6695234042176398
0,1.0
0,1.0
4,1.0
1,0.969692401759764
0,0.7764894795935697
0,0.949619785070089
1,0.7430219968734757
1,1.0
1,1.0
0,1.0
1,1.0
1,1.0
-1,0.0
0,0.8881969538702739
7,0.8607968707037574
0,1.0
0,1.0
1,0.8560073387677993
5,0.7609782298680765
-1,0.0
0,1.0
1,0.9346391521130101
0,1.0
-1,0.0
4,0.8936079689038268
0,1.0
2,0.6121035056073508
1,1.0
1,1.0
12,0.8520034791772472
16,0.9280512858214643
1,1.0
1,1.0
1,1.0
1,1.0
-1,0.0
0,1.0
0,1.0
2,0.796548201308888
-1,0.0
7,0.7289924283275453
0,1.0
-1,0.0
0,1.0
5,0.8126878992424984
0,1.0
8,0.812955372730871
6,1.0
6,1.0
8,0.8900220856200968
0,1.0
1,1.0
-1,0.0
0,1.0
4,0.8729977572561576
1,1.0
1,1.0
0,1.0
0,1.0
15,0.8028116967282718
1,1.0
1,1.0
1,0.872432669820031
0,1.0
0,1.0
0,1.0
0,0.830552046441739
12,1.0
1,1.0
-1,0.0
3,0.6428437183445375
0,1.0
10,1.0
1,0.8330629231609467
4,1.0
1,1.0
1,1.0
8,0.7429972251643108
-1,0.0
0,0.9006184829610854
0,1.0
1,1.0
18,1.0
1,1.0
-1,0.0
0,1.0
0,1.0
0,0.922023643563487
2,1.0
1,1.0
19,1.0
0,0.9897470309306333
3,0.5687425040051847
7,0.9152220388713884
6,1.0
3,0.3704621330581364
12,0.9171382790735189
8,0.7932499140918724
0,1.0
3,0.583145866449421
1,0.5516759324377619
-1,0.0
0,1.0
3,0.9932031637681227
8,1.0
0,0.938629412123759
0,0.8359071488036525
0,1.0
1,1.0
10,1.0
-1,0.0
1,1.0
-1,0.0
0,1.0
6,1.0
0,0.8621707979348753
0,1.0
0,1.0
7,0.7443045887067667
0,1.0
0,1.0
1,0.8312211289267616
-1,0.0
0,1.0
-1,0.0
0,0.8697837482849188
5,0.9268016653262208
13,0.934042111997281
0,1.0
0,1.0
4,1.0
1,1.0
1,1.0
0,1.0
5,1.0
0,1.0
5,1.0
2,0.601142417308
1,1.0
-1,0.0
0,1.0
1,1.0
3,0.4552669830465532
0,1.0
1,1.0
4,0.9364289172128335
0,1.0
1,0.8067779369244561
1,1.0
-1,0.0
0,1.0
9,0.7604347071721362
3,0.9890197297061274
1,1.0
1,0.9172854550231403
1,1.0
1,1.0
-1,0.0
0,1.0
0,1.0
1,1.0
1,1.0
-1,0.0
1,1.0
0,1.0
3,0.9894390268510196
4,0.7727173555520986
0,0.8223021381261212
6,1.0
0,1.0
0,1.0
0,1.0
4,1.0
0,1.0
12,0.9322030226654167
1,0.8371443483715539
8,0.7429972251643108
1,1.0
1,1.0
11,0.6214536268514382
0,1.0
0,1.0
0,1.0
1,1.0
2,0.7426737473471828
1,1.0
1,0.8432475306633027
-1,0.0
1,1.0
0,1.0
1,0.80887008446237
9,0.9807108226342915
5,0.9990436907582533
1,1.0
-1,0.0
0,1.0
1,1.0
1,0.8016461532597402
4,0.9452085713411488
1,0.8957144110884573
0,1.0
0,1.0
0,0.9819669284794464
2,0.625944144392951
1,1.0
1,0.8880277656442868
7,0.8588240085252866
1,1.0
6,1.0
1,1.0
1,1.0
0,0.9891932543986557
1,0.911698326347692
0,1.0
0,1.0
0,1.0
-1,0.0
-1,0.0
0,0.9782610392446649
0,1.0
0,1.0
0,1.0
1,1.0
0,0.9980905683616693
-1,0.0
2,0.7184876594804989
6,1.0
-1,0.0
1,1.0
0,1.0
0,1.0
3,0.9932031637681227
1,1.0
-1,0.0
1,1.0
1,1.0
-1,0.0
1,1.0
1,0.8962179931256531
1,1.0
2,0.6016921847598988
3,0.3704136320283577
1,1.0
0,0.8768212400395602
0,1.0
0,1.0
0,1.0
9,1.0
0,1.0
-1,0.0
0,0.7692817317361078
1,1.0
3,0.7977059131313442
7,0.7279742134923938
13,0.8677500245728331
11,1.0
0,1.0
1,1.0
1,1.0
1,0.6972269082337037
0,1.0
0,0.8569171864060463
0,0.9279800660097925
0,1.0
0,1.0
0,0.919058519888889
0,1.0
0,0.849281303355215
0,0.9432498221823893
0,0.9531304702902423
1,1.0
0,0.8885445983030732
6,1.0
0,1.0
0,1.0
0,1.0
1,1.0
1,1.0
1,1.0
0,0.9716683799211058
1,1.0
-1,0.0
0,0.9885298842698763
0,1.0
0,0.9654094805843667
0,0.9549478801372946
0,1.0
-1,0.0
6,1.0
3,0.4677320131865728
5,1.0
1,1.0
0,1.0
-1,0.0
2,1.0
2,0.953963679627271
0,1.0
-1,0.0
0,1.0
-1,0.0
0,1.0
2,0.9318143285919724
5,0.3430096629081062
1,1.0
1,0.9275013806238777
-1,0.0
1,1.0
1,1.0
0,0.8880350453734006
1,0.7233656573125261
-1,0.0
0,1.0
19,1.0
1,1.0
4,0.8857113704584025
1,1.0
1,1.0
7,0.7997345231767107
1,1.0
1,1.0
1,1.0
-1,0.0
4,0.9888101801066281
0,0.7876107585520253
1,1.0
4,1.0
10,0.7044570631314673
-1,0.0
-1,0.0
0,1.0
0,1.0
1,1.0
1,0.9748616649104148
0,0.6228194386685316
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
3,0.9603737566895701
4,0.8662017095205781
0,1.0
5,1.0
2,0.757955210765027
0,1.0
14,0.8381660065921975
3,0.561777745462571
0,1.0
-1,0.0
1,1.0
0,1.0
2,1.0
1,1.0
1,1.0
1,1.0
0,1.0
-1,0.0
9,0.7912816624655474
0,1.0
4,1.0
6,1.0
0,1.0
1,0.9289413193310032
3,0.7341952383945332
0,1.0
3,0.8607325028603603
-1,0.0
1,1.0
1,1.0
0,0.8887927764241563
1,1.0
0,1.0
0,1.0
1,1.0
1,1.0
7,0.6743977011944727
8,0.7720658538673264
7,0.786987262682332
-1,0.0
0,1.0
4,1.0
0,0.8929908500006448
2,1.0
8,1.0
0,0.9115500606176278
3,1.0
3,0.5020135985365546
1,0.8460011912065805
1,1.0
0,1.0
-1,0.0
0,0.8915435180617254
-1,0.0
2,0.5335209832106858
1,1.0
-1,0.0
1,1.0
1,1.0
2,0.9311344914897832
1,0.9965607324209371
6,1.0
1,1.0
-1,0.0
16,0.9329885488201264
-1,0.0
6,0.7415978571916995
1,0.8346301229907469
0,0.9594741768441339
11,1.0
2,1.0
0,1.0
0,1.0
0,0.9675230909564988
0,0.8045548392490288
0,0.6612086555250308
5,1.0
4,0.6749980557883759
8,0.8871150856350976
1,1.0
1,1.0
10,0.8381919281540232
1,1.0
1,1.0
1,1.0
-1,0.0
1,1.0
-1,0.0
5,1.0
1,1.0
0,1.0
6,1.0
1,1.0
0,0.7560994654759083
1,1.0
-1,0.0
0,1.0
0,1.0
-1,0.0
1,0.9013672408687596
1,0.9163036082137191
0,0.8299994287936427
1,0.9483031666274632
10,1.0
1,1.0
7,0.9131521809970923
1,1.0
1,1.0
0,1.0
1,1.0
8,0.8145922336013144
0,1.0
0,1.0
0,0.8800466009694862
0,0.8107337137075924
10,0.7155101062151025
1,1.0
0,1.0
1,0.578154423232078
-1,0.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
-1,0.0
1,0.9912065345734035
0,1.0
3,0.4300018630963353
0,1.0
3,0.5304208099829634
6,1.0
1,1.0
3,0.780349973046495
4,0.7285010577989572
14,1.0
-1,0.0
1,1.0
3,0.37258699822450275
-1,0.0
10,1.0
9,0.7917705105318302
1,1.0
5,0.8274878516156545
-1,0.0
1,0.7743930825509163
-1,0.0
12,1.0
1,1.0
4,0.7749513374332948
0,0.7947053934922731
0,1.0
1,1.0
1,1.0
0,1.0
4,0.8709251208347731
0,1.0
1,1.0
0,0.9897283380410468
1,0.984443979774711
1,1.0
0,1.0
0,1.0
1,1.0
2,1.0
0,1.0
0,1.0
1,0.830701190877046
3,0.4294401975685987
1,1.0
5,1.0
-1,0.0
6,0.5224514210758455
0,1.0
0,1.0
5,1.0
1,1.0
-1,0.0
1,0.8479929065129024
7,0.8108937290755093
0,1.0
11,0.9939194162242647
0,1.0
9,0.7176391798274754
0,1.0
0,0.8928028047033131
3,0.5051713855984256
2,0.6110594990441035
1,0.8069272294868892
2,1.0
0,1.0
1,1.0
10,1.0
1,1.0
1,1.0
19,1.0
0,0.9699079194779927
1,1.0
0,0.7560460686038762
0,0.7451112318432338
-1,0.0
5,0.8593955656190048
0,1.0
0,1.0
0,0.7708226827521759
9,1.0
1,1.0
7,1.0
3,0.780349973046495
-1,0.0
7,0.9177764717800777
0,1.0
-1,0.0
0,1.0
0,1.0
1,1.0
-1,0.0
0,0.8129939363295765
0,1.0
1,1.0
9,0.7153839419242436
1,1.0
3,0.4016220334143571
7,0.9233325915887175
6,1.0
1,1.0
4,0.7373989478133223
0,1.0
2,0.5520158489029283
1,0.997668109228489
0,1.0
0,0.9979307958215545
0,1.0
1,0.8205536352894396
10,1.0
1,1.0
0,1.0
1,1.0
1,0.978555706231268
2,1.0
-1,0.0
0,1.0
4,1.0
0,1.0
1,1.0
-1,0.0
3,0.43155057222679544
0,1.0
0,1.0
6,1.0
7,0.8224828152552359
0,1.0
-1,0.0
0,1.0
1,1.0
3,0.5084976830903738
-1,0.0
1,1.0
0,1.0
8,0.8913575938433502
1,0.8728439916892899
0,1.0
1,1.0
0,1.0
0,0.9025914498142992
2,1.0
12,1.0
0,1.0
0,1.0
0,1.0
1,0.8621331241924236
0,0.8100075678023748
2,0.8581879845339154
-1,0.0
0,1.0
5,0.6052717434239371
0,1.0
0,0.7368712932500917
6,1.0
0,0.9295734136800423
2,1.0
0,1.0
1,1.0
0,1.0
-1,0.0
0,1.0
0,1.0
17,1.0
1,1.0
0,1.0
1,1.0
6,0.8626538150874249
1,1.0
-1,0.0
9,0.7562269428574114
2,0.8970605163668116
-1,0.0
0,1.0
9,0.6740510259262688
0,0.8267570555583336
-1,0.0
-1,0.0
1,0.9478008725723172
0,1.0
6,1.0
6,1.0
1,0.9484810890807577
7,1.0
0,0.9947549005146283
1,1.0
0,1.0
0,0.6875423874249861
-1,0.0
0,1.0
6,1.0
0,1.0
0,1.0
-1,0.0
5,1.0
5,0.8877956728346713
7,1.0
0,1.0
0,1.0
5,1.0
1,1.0
0,1.0
0,1.0
3,1.0
2,0.796548201308888
3,0.5417454957122968
1,1.0
6,0.6861892421438727
1,1.0
0,1.0
8,0.8913575938433502
0,1.0
1,1.0
0,0.8426160766847927
0,1.0
1,0.8395652969041981
2,1.0
1,1.0
0,0.9643592982470595
0,1.0
1,0.9844647856272966
0,0.7859431316360757
0,0.9020737174903075
0,1.0
1,1.0
1,1.0
0,0.8097584223857267
0,1.0
6,1.0
0,0.8392726499821858
-1,0.0
1,0.9726014625492189
8,0.7969382238763681
0,0.5431864888346375
-1,0.0
0,0.7272754038007126
7,0.7725538351073842
1,1.0
0,1.0
1,1.0
0,0.7082260966568407
0,1.0
2,1.0
0,1.0
0,0.8437107460318156
0,0.9834824298400919
-1,0.0
9,1.0
0,0.9006118514344722
7,0.6512345713061594
0,0.9680414920137799
1,1.0
0,1.0
5,0.7661411288894036
0,0.8897842519010485
6,0.224703838379842
0,0.9678399380673349
1,1.0
8,1.0
7,0.9763929706855263
2,0.6132196673902229
0,1.0
-1,0.0
0,1.0
0,0.9010206478563801
1,1.0
19,1.0
1,0.7706449650550354
-1,0.0
0,1.0
3,0.6305350538503401
-1,0.0
1,1.0
8,0.6900412460134854
2,0.8805297287959436
0,0.9858227246717953
4,1.0
1,1.0
0,1.0
0,1.0
5,1.0
1,1.0
8,0.8913575938433502
-1,0.0
3,0.5911252231998676
1,1.0
6,1.0
0,0.8269474880792681
8,0.8565712524885505
0,0.7714013548333288
0,1.0
0,0.9344473288185144
1,0.6765460059507798
0,1.0
17,1.0
0,1.0
0,1.0
6,1.0
-1,0.0
5,1.0
1,1.0
0,1.0
3,0.5053323753933127
0,1.0
0,0.9796654076532951
-1,0.0
0,1.0
-1,0.0
1,1.0
0,0.900924934968715
0,0.9234456187372624
1,1.0
1,1.0
0,1.0
0,1.0
0,0.8785063333118478
0,1.0
1,1.0
1,0.7327703112674745
1,1.0
-1,0.0
1,1.0
2,0.9157455137412904
0,0.9461160632088399
1,1.0
6,1.0
1,1.0
0,1.0
-1,0.0
4,0.7183733998872776
0,1.0
3,0.6251266193604539
1,1.0
1,0.9715684150765228
13,0.9329248250341574
15,0.682421812998808
0,0.8147124894301123
1,1.0
-1,0.0
0,1.0
2,1.0
7,1.0
1,0.7791665550674508
6,0.4226287858126509
1,1.0
5,0.9190848613950998
-1,0.0
0,1.0
0,1.0
1,0.7462368973737974
1,0.8008040703253243
0,1.0
1,1.0
0,1.0
1,1.0
0,0.9701073993444517
0,0.986147876061571
1,1.0
0,0.726519354806298
2,1.0
-1,0.0
8,0.8707961507896612
5,0.962713050232013
1,1.0
0,1.0
4,1.0
0,1.0
0,1.0
-1,0.0
1,1.0
6,1.0
0,1.0
4,1.0
1,1.0
0,1.0
14,1.0
3,0.3817704665009765
2,1.0
18,1.0
4,0.7549807850195669
0,1.0
-1,0.0
1,0.8470242673053079
1,1.0
-1,0.0
0,1.0
1,1.0
-1,0.0
5,1.0
1,0.5544981350560223
2,0.8836366607151547
0,0.8991729779625539
0,1.0
0,0.8390127500958469
-1,0.0
1,0.9933565595331251
2,1.0
-1,0.0
3,0.5866654035005253
2,1.0
9,0.8031347110943257
0,0.9334673674238743
1,1.0
16,1.0
-1,0.0
0,0.8093431219521251
1,1.0
0,1.0
0,1.0
2,1.0
-1,0.0
1,1.0
5,1.0
-1,0.0
0,1.0
1,1.0
2,1.0
1,1.0
0,0.893955263371347
0,1.0
0,0.7831550602723403
-1,0.0
4,1.0
0,1.0
0,1.0
0,1.0
0,1.0
1,1.0
-1,0.0
1,1.0
1,1.0
0,1.0
4,1.0
1,1.0
0,0.9643390139009617
1,1.0
0,1.0
0,0.7640567659780956
0,1.0
2,0.6797490141851954
5,1.0
1,1.0
0,1.0
2,0.8336234352855376
1,1.0
0,1.0
6,1.0
5,1.0
2,1.0
-1,0.0
15,1.0
0,1.0
16,1.0
8,0.7488369966960188
0,0.9332205736270505
0,1.0
0,1.0
-1,0.0
0,0.9420776649000867
0,0.8238514065270877
1,0.9474462447870639
0,0.8982172352339751
0,1.0
1,1.0
4,0.9158499518384443
8,0.8807599121560532
5,1.0
-1,0.0
0,1.0
1,1.0
0,1.0
-1,0.0
1,1.0
1,1.0
4,0.852392753821856
0,1.0
0,1.0
0,1.0
0,1.0
1,1.0
-1,0.0
1,0.9904195867322682
0,1.0
6,1.0
-1,0.0
-1,0.0
0,0.802862601691472
7,1.0
1,1.0
15,0.9733504218115138
0,1.0
1,1.0
3,0.3385705214951245
0,1.0
1,1.0
0,1.0
0,1.0
2,0.9316080326810082
1,1.0
1,1.0
1,1.0
1,0.7113479677021812
0,1.0
0,1.0
2,0.9858577690530128
1,0.9198355276874186
3,1.0
0,1.0
1,1.0
1,1.0
0,0.8756661433271722
1,1.0
11,0.876930631152313
0,1.0
0,0.7199909449297219
3,0.9156917846299091
1,1.0
0,1.0
0,1.0
0,0.8912791562241075
12,0.9548404839384054
0,0.6387148092052849
0,0.8433873077831338
0,1.0
2,1.0
0,1.0
-1,0.0
0,1.0
-1,0.0
0,1.0
5,1.0
0,1.0
3,0.6187550341341672
0,1.0
0,1.0
0,0.9279692209580176
2,0.6146943359174761
0,1.0
9,0.7307373814525864
-1,0.0
0,1.0
0,0.728091922397664
4,0.9487731958041887
1,1.0
2,0.6844903726982808
0,1.0
0,1.0
3,0.38096703033696505
15,1.0
0,1.0
0,0.9316652442765329
0,0.9116320636376186
7,0.6951128175177246
1,1.0
0,1.0
0,1.0
5,1.0
-1,0.0
18,1.0
1,1.0
0,0.7158998398839808
8,1.0
1,1.0
6,1.0
1,1.0
0,1.0
-1,0.0
5,0.4252085160816085
0,1.0
0,1.0
0,0.9718397841437728
1,1.0
5,1.0
2,1.0
1,1.0
0,0.9287148769407526
0,0.7280061354994174
0,1.0
1,0.984935371046359
4,0.7893437143719524
1,1.0
0,1.0
1,1.0
1,1.0
0,0.8455530434763318
1,1.0
0,1.0
-1,0.0
0,1.0
2,0.7064690461027961
0,1.0
0,1.0
6,1.0
0,1.0
0,1.0
-1,0.0
1,1.0
3,1.0
1,0.5073442471618361
3,0.6972839773921995
4,1.0
1,1.0
5,1.0
0,1.0
2,1.0
0,1.0
0,0.8810346708029126
1,1.0
4,1.0
-1,0.0
1,0.9402936279469929
3,0.6251266193604539
-1,0.0
0,0.8584479090287265
0,0.9504493894098549
2,1.0
0,1.0
6,1.0
1,1.0
1,1.0
0,1.0
1,1.0
1,1.0
0,0.9904975390578038
0,0.9456318127303904
8,0.8913575938433502
0,0.9976502984694999
0,0.9006254052932026
-1,0.0
0,0.9909635511485368
0,0.8028527339580378
2,1.0
1,1.0
6,0.342812007470825
-1,0.0
2,0.9196852782792451
0,1.0
15,1.0
0,1.0
-1,0.0
1,1.0
0,1.0
3,0.7543953906736806
1,1.0
8,0.7429972251643108
8,1.0
0,1.0
0,1.0
11,1.0
1,1.0
3,0.6192101661609389
-1,0.0
1,1.0
1,1.0
1,1.0
0,1.0
1,1.0
-1,0.0
1,1.0
-1,0.0
2,1.0
1,1.0
1,1.0
1,1.0
0,1.0
7,0.7948541809663274
9,0.9619027506465295
0,0.7745397496610563
1,1.0
0,0.9207764627306856
0,1.0
0,1.0
0,1.0
1,1.0
3,0.5133487141055989
8,0.8807599121560532
0,1.0
-1,0.0
1,1.0
0,1.0
1,0.8464888524648833
1,1.0
1,1.0
0,1.0
0,1.0
0,0.9062395544185959
2,0.9632101152100868
10,0.8562888385037369
0,1.0
6,0.6283889797241065
0,0.5454853364783988
0,0.9279692209580176
1,1.0
1,0.8794319769000579
3,0.9932031637681227
2,1.0
6,0.8974207673954829
1,0.9105480161127761
0,1.0
0,0.8049756474169832
4,0.9809998896229477
1,0.9315489879279124
0,1.0
-1,0.0
0,1.0
3,0.6428437183445375
0,1.0
1,1.0
8,0.7429972251643108
4,0.9622374650920716
0,1.0
1,1.0
0,0.7831257980792554
1,0.9911352592367073
0,1.0
5,1.0
3,0.9793400550471393
7,1.0
0,1.0
0,1.0
1,1.0
1,1.0
0,1.0
1,1.0
0,1.0
-1,0.0
1,0.9916711412978514
1,1.0
0,1.0
0,0.9685766558479973
0,1.0
4,0.9863185562699257
5,0.7886250403898969
1,0.8863109410086394
-1,0.0
-1,0.0
7,0.9596774356690736
3,0.3506492177316
1,1.0
0,0.9879414909102978
0,1.0
1,1.0
1,0.8958794684996029
1,1.0
0,1.0
0,1.0
0,1.0
3,0.5300024081711895
5,0.843158456184829
0,1.0
0,1.0
2,1.0
1,1.0
1,0.9311987167615099
-1,0.0
6,1.0
1,1.0
0,1.0
0,1.0
4,1.0
1,1.0
0,1.0
1,1.0
1,0.8155154057584193
1,0.8572479213001045
0,1.0
0,1.0
4,0.8822491920770182
1,0.7202478853694501
13,1.0
0,1.0
1,1.0
7,0.9763929706855263
3,0.6428437183445375
-1,0.0
1,1.0
0,1.0
-1,0.0
1,1.0
1,1.0
4,0.7493993646699776
5,1.0
9,0.7457428423639969
0,1.0
5,1.0
0,0.9280440320444724
-1,0.0
1,1.0
1,1.0
2,0.8994655378026335
0,0.8991271552918427
0,1.0
0,0.9333047484295989
0,1.0
-1,0.0
1,0.7213126163200251
0,0.9651264947813433
1,1.0
14,0.5642457901389376
6,1.0
3,0.4759389636978134
1,1.0
3,0.6873134123486232
2,0.9997167304706943
1,1.0
13,1.0
0,1.0
2,0.6192390232545109
8,0.7429972251643108
0,1.0
18,1.0
0,0.8394338065475725
0,1.0
6,1.0
1,0.9333011085390319
-1,0.0
-1,0.0
4,1.0
2,0.9272079177631994
7,0.835589412084862
1,1.0
0,1.0
-1,0.0
-1,0.0
0,1.0
-1,0.0
4,1.0
0,1.0
5,0.9810858826452236
0,1.0
-1,0.0
1,1.0
-1,0.0
0,1.0
1,1.0
0,0.8699467538776801
1,1.0
0,1.0
0,0.9241234470108821
9,0.7670770548353613
-1,0.0
-1,0.0
3,0.40044457847256043
0,1.0
0,0.9023634658824008
3,0.747589011009331
1,1.0
0,0.9116593396841266
1,1.0
8,0.8913575938433502
-1,0.0
1,1.0
4,0.6769501362297998
0,1.0
-1,0.0
2,1.0
3,0.6178921119729083
-1,0.0
12,0.8749810683668641
1,1.0
1,1.0
0,0.7993284424801245
1,1.0
0,0.9680946034998722
6,1.0
0,1.0
0,0.9639299588209084
-1,0.0
-1,0.0
0,1.0
0,1.0
1,0.743095817638795
1,1.0
-1,0.0
1,1.0
4,1.0
5,0.6192469924568585
0,0.9290100125143975
0,1.0
2,0.9767285078476086
4,0.8963896563090171
11,0.7257829575132597
1,1.0
1,1.0
0,1.0
0,1.0
0,1.0
1,0.9858024621283857
-1,0.0
0,1.0
1,1.0
0,1.0
-1,0.0
13,1.0
-1,0.0
0,1.0
3,0.731960906856311
0,0.976237687114254
1,1.0
-1,0.0
-1,0.0
1,1.0
4,0.9072328668205837
4,1.0
1,1.0
1,1.0
-1,0.0
0,0.9576918945415943
-1,0.0
0,1.0
2,0.796548201308888
0,1.0
-1,0.0
0,1.0
0,1.0
1,1.0
1,1.0
6,0.9774824761567175
0,1.0
4,1.0
1,0.664792398269599
-1,0.0
1,1.0
0,0.939743465858749
1,1.0
3,0.38670329044342616
-1,0.0
0,0.9177014830544007
0,1.0
6,1.0
1,0.7739770757954216
2,1.0
0,0.7789147510442652
1,1.0
1,1.0
-1,0.0
1,0.7634814351538005
-1,0.0
14,0.6485732910838239
0,1.0
